# Copyright (c) 1966-2016 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement.
# Generated: 2016-10-01
# See end of file for additional documentation on specific fields
# Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	Mim Number	Gene Symbols	Gene Name	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotypes	Mouse Gene Symbol/ID
chr15	28111036	28322172	15q13.1		605837	HERC2, SHEP1, MRT38	HECT domain and RCC1-like domain 2	HERC2	8924	ENSG00000276802	mutations in intron 4	Mental retardation, autosomal recessive 38, 615516 (3), Autosomal recessive; [Skin/hair/eye pigmentation 1, blond/brown hair], 227220 (3), Autosomal recessive; [Skin/hair/eye pigmentation 1, blue/nonblue eyes], 227220 (3), Autosomal recessive	Herc2 (MGI:103234)
chr15	28885478	29118314	15q13.1		602712	APBA2	Amyloid beta A4 precursor protein-binding, family A, member 2	APBA2	321	ENSG00000276495			Apba2 (MGI:1261791)
chr15	29268148	29269815	15q13.1		608243	NDNL2, MAGEG1	Necdin-like gene 2	NSMCE3	56160	ENSG00000185115			Ndnl2 (MGI:1913897)
chr15	29699366	29968918	15q13.1		601009	TJP1	Tight junction protein 1 (zona occludens 1)	TJP1	7082	ENSG00000104067			Tjp1 (MGI:98759)
chr15	30626675	30638809	15q13.2		616310	ARHGAP11B, FAM7B1	RHO GTPase-activating protein 11B	ARHGAP11B	89839	ENSG00000187951			
chr15	30900000	33400000		15q13.3	612001	DEL15q13.3, MICRODEL15q13.3	Chromosome 15q13.3 microdeletion syndrome					Chromosome 15q13.3 microdeletion syndrome, 612001 (4)	
chr15	30903694	30943107	15q13.3		613534	FAN1, MTMR15, KIAA1018, KMIN	FANCD2/FANCI-associated nuclease 1	FAN1	22909	ENSG00000198690		Interstitial nephritis, karyomegalic, 614817 (3), Autosomal recessive	Fan1 (MGI:3045266)
chr15	31001060	31161272	15q13.3		603576	TRPM1, MLSN1, CSNB1C	Transient receptor potential cation channel, subfamily M, member 1 (melastatin)	TRPM1	4308	ENSG00000134160		Night blindness, congenital stationary (complete), 1C, autosomal recessive, 613216 (3)	Trpm1 (MGI:1330305)
chr15	31065031	31065140	15q13.3		613753	MIR211, MIRN211	Micro RNA 211	MIR211	406993	ENSG00000207702			
chr15	31326854	31435664	15q13.3		605328	KLF13, RFLAT1, FKLF2	Kruppel-like factor 13	KLF13	51621	ENSG00000169926			Klf13 (MGI:1354948)
chr15	31483125	31655338	15q13.3		612024	OTUD7A, OTUD7, C16orf15, CEZANNE2	OTU domain-containing protein 7A	OTUD7A	161725	ENSG00000169918			Otud7a (MGI:2158505)
chr15	32030461	32172520	15q13.3		118511	CHRNA7	Cholinergic receptor, nicotinic, alpha polypeptide-7	CHRNA7	1139	ENSG00000175344		Schizophrenia, neurophysiologic defect in, 118511 (2)	Chrna7 (MGI:99779)
chr15	32615143	32639948	15q13.3		610589	ARHGAP11A, KIAA0013	RHO GTPase-activating protein 11A	ARHGAP11A	9824	ENSG00000198826			Arhgap11a (MGI:2444300)
chr15	32641668	32697096	15q13.3		173120	SCG5, SGNE1	Secretogranin V (7B2 protein )	SCG5	6447	ENSG00000281931			Scg5 (MGI:98289)
chr15	32717939	32734668	15q13.3		603054	GREM1, CKTSF1B1	Gremlin 1 homolog, cystine knot superfamily	GREM1	26585	ENSG00000282046			Grem1 (MGI:1344337)
chr15	32765543	33194764	15q13.3		136535	FMN, LD	Formin (limb deformity)	FMN1	342184	ENSG00000282513			Fmn1 (MGI:101815)
chr15	33310772	33866102	15q13-q14		180903	RYR3	Ryanodine receptor-3	RYR3	6263	ENSG00000198838			Ryr3 (MGI:99684)
chr15	33400000	39800000		15q14	616898	DEL15q14, C15DELq14	Chromosome 15q14 deletion syndrome					Chromosome 15q14 deletion syndrome, 616898 (4), Autosomal dominant	
chr15	33400000	39800000		15q14	604827	EIG7, EJM2	Epilepsy, idiopathic generalized, susceptibility to, 7	EJM2	50715		?role of CHRNA7	{Epilepsy, idiopathic generalized, susceptibility to, 7}, 604827 (2), Autosomal recessive; Epilepsy, juvenile myoclonic, 604827 (2), Autosomal recessive	
chr15	33968313	34065093	15q14		118496	CHRM5	Cholinergic receptor, muscarinic, 5	CHRM5	1133	ENSG00000184984			Chrm5 (MGI:109248)
chr15	33858601	34074876	15q14		605265	AVEN	Cell death regulator AVEN	AVEN	57099	ENSG00000169857			Aven (MGI:1921518)
chr15	34140673	34210145	15q14		616235	KATNBL1, C15orf29	Katanin, p80 subunit, B-like 1	KATNBL1	79768	ENSG00000134152			Katnbl1 (MGI:1919675)
chr15	34224996	34230164	15q14		616245	EMC4, TMEM85, PIG17	ER membrane protein complex subunit 4	EMC4	51234	ENSG00000128463			Emc4 (MGI:1915282)
chr15	34229995	34338063	15q14		604878	SLC12A6, KCC3A, KCC3B, KCC3, ACCPN	Solute carrier family 12 (potassium/chloride transporters), member 6	SLC12A6	9990	ENSG00000140199		Agenesis of the corpus callosum with peripheral neuropathy, 218000 (3), Autosomal recessive	Slc12a6 (MGI:2135960)
chr15	34341715	34343160	15q14		606471	NOLA3, NOP10, DKCB1	Nucleolar protein family A, member 3	NOP10	55505	ENSG00000182117		Dyskeratosis congenita, autosomal recessive 1, 224230 (3), Autosomal recessive	Nop10 (MGI:1913431)
chr15	34358887	34367195	15q14		612039	AGPAT7, AYTL3	1-acylglycerol-3-phosphate O-acyltransferase 7	LPCAT4	254531	ENSG00000176454			Lpcat4 (MGI:2138993)
chr15	34379067	34437465	15q14		616180	GOLGA8A, KIAA0855	Golgin A8 family, member A	GOLGA8A	23015	ENSG00000215252			
chr15	34525275	34583650	15q14		609619	GOLGA8B, KIAA0855	Golgi autoantigen, golgin subfamily A, 8B	GOLGA8B	440270	ENSG00000215252			
chr15	34751745	34754954	15q14		607058	GJD2, GJA9, CX36	Gap junction protein, delta-2 (connexin 36)	GJD2	57369	ENSG00000159248			Gjd2 (MGI:1334209)
chr15	34788095	34795725	15q14		102540	ACTC1, CMD1R, CMH11, ASD5, LVNC4	Actin, alpha, cardiac muscle	ACTC1	70	ENSG00000159251		Atrial septal defect 5, 612794 (3), Autosomal dominant; Cardiomyopathy, dilated, 1R, 613424 (3), Autosomal dominant; Cardiomyopathy, hypertrophic, 11, 612098 (3), Autosomal dominant; Left ventricular noncompaction 4, 613424 (3), Autosomal dominant	Actc1 (MGI:87905)
chr15	34856350	34969793	15q14		610548	AQR, IBP160, KIAA0560	Aquarius, mouse, homolog of	AQR	9716	ENSG00000021776			Aqr (MGI:1276102)
chr15	36579602	36810259	15q14		615626	C15orf41	Chromosome 15 open reading fram 41	C15orf41	84529	ENSG00000186073		Dyserythropoietic anemia, congenital, type Ib, 615631 (3), Autosomal recessive	BC052040 (MGI:3026886)
chr15	36891020	37101298	15q14		601740	MEIS2, MRG1	Meis1, mouse, homolog of, 2	MEIS2	4212	ENSG00000134138			Meis2 (MGI:108564)
chr15	38252086	38357248	15q14		609291	SPRED1, NFLS	Sprouty-related EVH1 domain-containing protein 1	SPRED1	161742	ENSG00000166068		Legius syndrome, 611431 (3), Autosomal dominant	Spred1 (MGI:2150016)
chr15	38454126	38487709	15q14		616142	FAM98B	Family with sequence similarity 98, member B	FAM98B	283742	ENSG00000171262			Fam98b (MGI:1915465)
chr15	38488096	38564805	15q14		603962	RASGRP1	Ras guanyl nucleotide releasing protein-1	RASGRP1	10125	ENSG00000172575			Rasgrp1 (MGI:1314635)
chr15	39581078	39598917	15q14		188060	THBS1	Thrombospondin 1	THBS1	7057	ENSG00000137801			Thbs1 (MGI:98737)
chr15	39598642	39782837	15q14		615795	FSIP1, HSD10	Fibrous sheath-interacting protein 1	FSIP1	161835	ENSG00000150667			Fsip1 (MGI:1918563)
chr15	39795048	39920932	15q14-q15		612183	GPR176	G protein-coupled receptor 176	GPR176	11245	ENSG00000166073			Gpr176 (MGI:2685858)
chr15	39800000	44500000		15q15	605419	SCZD10	Schizophrenia 10	SCZD10	63944		between D15S1042 and D15S659	{Schizophrenia 10}, 605419 (2), Autosomal dominant	
chr15	39934100	40035595	15q15.1		609280	EIF2AK4, GCN2, KIAA1338, PVOD2	Eukaryotic translation initiation factor 2-alpha kinase 4	EIF2AK4	440275	ENSG00000128829		Pulmonary venoocclusive disease 2, 234810 (3), Autosomal recessive	Eif2ak4 (MGI:1353427)
chr15	40035689	40039201	15q15.1		600708	SRP14	Signal recognition particle 14kD (homologous Alu RNA-binding protein)	SRP14	6727	ENSG00000140319			Srp14 (MGI:107169)
chr15	40087889	40108883	15q15.1		606266	BMF	BCL2-modifying factor	BMF	90427	ENSG00000104081			Bmf (MGI:2176433)
chr15	40161008	40221135	15q15.1		602860	BUB1B, BUBR1, MVA1	Budding uninhibited by benzimidazoles 1, S. cerevisiae, homolog of, beta	BUB1B	701	ENSG00000156970		Colorectal cancer, somatic, 114500 (3); Mosaic variegated aneuploidy syndrome 1, 257300 (3), Autosomal recessive; [Premature chromatid separation trait], 176430 (3), Autosomal dominant	Bub1b (MGI:1333889)
chr15	40239090	40277486	15q15.1		608110	PAK6	p21-activated kinase 6	PAK6	56924	ENSG00000137843			Pak6 (MGI:2679420)
chr15	40285495	40307972	15q15.1		604114	PLCB2	Phospholipase C, beta-2	PLCB2	5330	ENSG00000137841		Platelet PLC beta-2 deficiency (1)	Plcb2 (MGI:107465)
chr15	40354358	40378754	15q15.1		607503	DISPB, KIAA1742	Dispatched, Drosophila, homolog of, B	DISP2	85455	ENSG00000140323			Disp2 (MGI:2388733)
chr15	40382720	40394287	15q15.1		614718	KNSTRN, C15orf23, SKAP	Kinetochore-localized astrin/SPAG5 binding protein	KNSTRN	90417	ENSG00000128944			Knstrn (MGI:1289298)
chr15	40405484	40435947	15q15.1		607036	IVD	Isovaleryl Coenzyme A dehydrogenase	IVD	3712	ENSG00000128928		Isovaleric acidemia, 243500 (3), Autosomal recessive	Ivd (MGI:1929242)
chr15	40439720	40468241	15q15.1		613880	BAHD1, KIAA0945	BROMO-adjacent homology domain-containing protein 1	BAHD1	22893	ENSG00000140320			Bahd1 (MGI:2139371)
chr15	40470960	40473157	15q15.1		608429	CHST14, D4ST1, ATCS, EDSMC1	Carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 14	CHST14	113189	ENSG00000169105		Ehlers-Danlos syndrome, musculocontractural type 1, 601776 (3), Autosomal recessive	Chst14 (MGI:1919386)
chr15	40594011	40664341	15q15.1		609173	CASC5, AF15Q14, KIAA1570, D40, MCPH4	Cancer susceptibility candidate 5	KNL1	57082	ENSG00000137812		Microcephaly 4, primary, autosomal recessive, 604321 (3), Autosomal recessive	Knl1 (MGI:1923714)
chr15	40694773	40732339	15q15.1		179617	RAD51A, RECA, MRMV2	RAD51, S. cerevisiae, homolog of, A (E. coli RecA homolog)	RAD51	5888	ENSG00000051180		{Breast cancer, susceptibility to}, 114480 (3), Autosomal dominant; Mirror movements 2, 614508 (3), Autosomal dominant	Rad51 (MGI:97890)
chr15	40735883	40755335	15q15.1		611873	FAM82A2, FAM82C, RMD3, PTPIP51	Family with sequence similarity 82, member A2	RMDN3	55177	ENSG00000137824			Rmdn3 (MGI:1915059)
chr15	40764086	40767712	15q15.1		602437	GCHFR, GFRP	GTP cyclohydrolase I feedback regulatory protein	GCHFR	2644	ENSG00000137880			Gchfr (MGI:2443977)
chr15	40767447	40807477	15q15.1		616844	DNAJC17	DNAJ/HSP40 homolog, subfamily C, member 17	DNAJC17	55192	ENSG00000104129			Dnajc17 (MGI:1916658)
chr15	40815444	40828792	15q15.1		613256	PPP1R14D, GBPI1	Protein phosphatase 1, regulatory subunit 14D	PPP1R14D	54866	ENSG00000166143			Ppp1r14d (MGI:1919362)
chr15	40894409	40903974	15q15.1		608551	VPS18	Vacuolar protein sorting 18, yeast, homolog of	VPS18	57617	ENSG00000104142			Vps18 (MGI:2443626)
chr15	40929332	40939059	15q15.1		605185	DLL4, AOS6	Delta-like 4	DLL4	54567	ENSG00000128917		Adams-Oliver syndrome 6, 616589 (3), Autosomal dominant	Dll4 (MGI:1859388)
chr15	40942134	40956518	15q15.1		614587	CHAC1	ChaC, E. coli, homolog of, 1	CHAC1	79094	ENSG00000128965			Chac1 (MGI:1916315)
chr15	40978879	41117080	15q15.1		610169	INO80, INOC1	INO80 complex subunit	INO80	54617	ENSG00000128908			Ino80 (MGI:1915392)
chr15	41231148	41281886	15q15.1		606988	CHP	Calcineurin B homologous protein	CHP1	11261	ENSG00000187446			Chp1 (MGI:1927185)
chr15	41332693	41381049	15q15.1		612818	NUSAP1, ANKT, NUSAP	Nucleolar and spindle-associated protein 1	NUSAP1	51203	ENSG00000137804			Nusap1 (MGI:2675669)
chr15	41387348	41402693	15q15.1		606934	NDUFAF1, CIA30, CGI65	NADH-ubiquinone oxidoreductase 1 alpha subcomplex, assembly factor 1	NDUFAF1	51103	ENSG00000137806		Mitochondrial complex I deficiency, 252010 (3), Autosomal recessive, X-linked dominant, Mitochondrial	Ndufaf1 (MGI:1916952)
chr15	41417103	41483562	15q15.1		611633	RTF1, KIAA0252	RTF1, S. cerevisiae, homolog of	RTF1	23168	ENSG00000137815			Rtf1 (MGI:1309480)
chr15	41493857	41503558	15q15.1		147521	ITPKA	Inositol 1,4,5-trisphosphate 3-kinase A	ITPKA	3706	ENSG00000137825			Itpka (MGI:1333822)
chr15	41503638	41513886	15q15.1		151520	LTK, TYK1	Leukocyte tyrosine kinase	LTK	4058	ENSG00000062524			Ltk (MGI:96840)
chr15	41517175	41544276	15q15.1		611475	RPAP1, KIAA1403	RNA polymerase II-associated protein 1	RPAP1	26015	ENSG00000103932			Rpap1 (MGI:1916175)
chr15	41559021	41579337	15q15.1		600341	TYRO3	TYRO3 protein tyrosine kinase	TYRO3	7301	ENSG00000092445			Tyro3 (MGI:104294)
chr15	41621138	41769942	15q15.1		616061	MGA, KIAA0518	MAX dimerization protein MGA	MGA	23269	ENSG00000174197			Mga (MGI:1352483)
chr15	41774433	41827854	15q15.1		616786	MAPKBP1, JNKBP1	Mitogen-activated protein kinase-binding protein 1	MAPKBP1	23005	ENSG00000137802			Mapkbp1 (MGI:1347004)
chr15	41848145	41894076	15q15.1		605916	SPTBN5, BSPECV	Spectrin, beta, non-erythrocytic 5	SPTBN5	51332	ENSG00000137877			Sptbn5 (MGI:2685200)
chr15	41838812	41848147	15q15.1		606088	PLA2G4B	Phospholipase A2, group IVB	PLA2G4B	100137049	ENSG00000243708			Pla2g4b (MGI:2384819)
chr15	41899439	41972556	15q15.1		605892	EHD4	EH domain-containing 4	EHD4	30844	ENSG00000103966			Ehd4 (MGI:1919619)
chr15	42067561	42094558	15q15.1		612864	PLA2G4D	Phospholipase A2, Group IVD	PLA2G4D	283748	ENSG00000159337			Pla2g4d (MGI:1925640)
chr15	42158700	42208330	15q15.1		612188	VPS39, VAM6, TLP, KIAA0770	Vacuolar protein sorting 39, yeast, homolog of	VPS39	23339	ENSG00000166887			Vps39 (MGI:2443189)
chr15	42273657	42353665	15q15.1		104180	GANC	Neutral alpha-glucosidase C	GANC	2595	ENSG00000214013			Ganc (MGI:1923301)
chr15	42359499	42412316	15q15.1		114240	CAPN3, CANP3	Calpain, large polypeptide L3	CAPN3	825	ENSG00000092529		Muscular dystrophy, limb-girdle, type 2A, 253600 (3), Autosomal recessive	Capn3 (MGI:107437)
chr15	42491243	42533060	15q15.1-q15.2		602534	SNAP23	Synaptosomal-associated protein, 23kD	SNAP23	8773	ENSG00000092531			Snap23 (MGI:109356)
chr15	42548812	42569993	15q15.2		613429	HAUS2, CEP27	HAUS augmin-like complex, subunit 2	HAUS2	55142	ENSG00000137814			Haus2 (MGI:1913546)
chr15	42575645	42720997	15q15.2		614642	STARD9, KIAA1300	START domain-containing protein 9	STARD9	57519	ENSG00000159433			Stard9 (MGI:3045258)
chr15	42723556	42737218	15q15.2		607465	CDAN1, CDA1, CDAN1A	Codanin 1	CDAN1	146059	ENSG00000140326		Dyserythropoietic anemia, congenital, type Ia, 224120 (3), Autosomal recessive	Cdan1 (MGI:1916218)
chr15	42738973	42920994	15q15.2		611695	TTBK2, SCA11	Tau tubulin kinase 2	TTBK2	146057	ENSG00000128881		Spinocerebellar ataxia 11, 604432 (3), Autosomal dominant	Ttbk2 (MGI:2155779)
chr15	42942896	43106087	15q15.2		605981	UBR1, JBS	Ubiquitin-protein ligase E3-alpha	UBR1	197131	ENSG00000159459		Johanson-Blizzard syndrome, 243800 (3), Autosomal recessive	Ubr1 (MGI:1277977)
chr15	43185117	43197176	15q15.2		607089	CCNDBP1, GCIP	Cyclin D-type-binding protein 1	CCNDBP1	23582	ENSG00000166946			Ccndbp1 (MGI:109595)
chr15	43197226	43225855	15q15.2		177070	EPB42, SPH5	Erythrocyte surface protein band 4.2	EPB42	2038	ENSG00000166947		Spherocytosis, type 5, 612690 (3)	Epb42 (MGI:95402)
chr15	43232594	43266856	15q15.2		603805	TGM5, TGX, PSS2	Transglutaminase 5	TGM5	9333	ENSG00000104055		Peeling skin syndrome 2, 609796 (3), Autosomal recessive	Tgm5 (MGI:1921426)
chr15	43276276	43302254	15q15.2-q15.3		606776	TGM7, TGMZ	Transglutaminase 7	TGM7	116179	ENSG00000159495			Tgm7 (MGI:2151164)
chr15	43300000	44500000		15q15.3	611102	DEL15q15.3, C15DELq15.3	Chromosome 15q15.3 deletion syndrome					Deafness and male infertility, 611102 (4), Autosomal recessive	
chr15	43300000	44500000		15q15.3	134600	FRTS1, FRTS, RFS	Fanconi renotubular syndrome		65211			Fanconi renotubular syndrome 1, 134600 (2), Autosomal dominant	
chr15	43300000	59000000		15q15.3-q22.1	601228	HMPS1, CRAC1, CRCS4, DUP15q, C15DUPq	Polyposis syndrome, mixed, hereditary 1				duplication of 40kb of 15q resulting in overexpression of GREM1	{Colorectal cancer, susceptibility to, 4}, 601228 (4), Autosomal dominant; Polyposis syndrome, mixed hereditary 1, 601228 (4), Autosomal dominant	
chr15	43327775	43330621	15q15.3		611246	LCMT2, TYW4, KIAA0547	Leucine carboxyl methyltransferase 2	LCMT2	9836	ENSG00000168806			Lcmt2 (MGI:1353659)
chr15	43371058	43409770	15q15.3		609610	TUBGCP4, GCP4, MCCRP3	Tubulin-gamma complex-associated protein 4	TUBGCP4	27229	ENSG00000137822		Microcephaly and chorioretinopathy, autosomal recessive, 3, 616335 (3), Autosomal recessive	Tubgcp4 (MGI:1196293)
chr15	43403063	43510508	15q15.3		605230	TP53BP1, 53BP1	Tumor protein p53-binding protein-1	TP53BP1	7158	ENSG00000067369			Trp53bp1 (MGI:1351320)
chr15	43510945	43531619	15q15.3		600178	MAP1A, MAP1L	Microtubule-associated protein 1A	MAP1A	4130	ENSG00000166963			Map1a (MGI:1306776)
chr15	43533461	43590271	15q15.3		610979	PPIP5K1, HISPPD2A, IPS1, KIAA0377	Diphosphoinositol pentakisphophate kinase 1	PPIP5K1	9677	ENSG00000168781			Ppip5k1 (MGI:2443281)
chr15	43592856	43599405	15q15.3		123290	CKMT1B, CKMT1	Creatine kinase, mitochondrial 1B	CKMT1B	1159	ENSG00000237289	centromeric to CKMT1A		Ckmt1 (MGI:99441)
chr15	43599242	43619668	15q15.3		606440	STRC, DFNB16	Stereocilin	STRC	161497	ENSG00000242866		Deafness, autosomal recessive 16, 603720 (3), Autosomal recessive	Strc (MGI:2153816)
chr15	43630561	43648844	15q15.3		607249	CATSPER2	Cation channel, sperm-associated, 2	CATSPER2	117155	ENSG00000166762	in region with tandem duplication containing a CATSPER2 pseudogene		Catsper2 (MGI:2387404)
chr15	43692643	43699221	15q15.3		613415	CKMT1A	Creatine kinase, mitochondrial 1A	CKMT1A	548596	ENSG00000223572	telomeric to CKMT1B		Ckmt1 (MGI:99441)
chr15	43746391	43772605	15q15.3		602046	GRP58	Glucose regulated protein, 58kD	PDIA3	2923	ENSG00000167004			Pdia3 (MGI:95834)
chr15	43772599	43777303	15q15.3		609885	ELL3	Elongation factor, RNA polymerase II, 3	ELL3	80237	ENSG00000128886			Ell3 (MGI:2673679)
chr15	43777095	43796088	15q15.3		605054	SERF2, H4F5REL	Small EDRK-rich factor 2	SERF2	10169	ENSG00000140264			Serf2 (MGI:1337041)
chr15	43794173	43800096	15q15.3		614550	SERINC4	Serine incorporator 4	SERINC4	619189	ENSG00000184716			Serinc4 (MGI:2441842)
chr15	43800420	43802588	15q15.3		612784	HYPK	Huntingtin-interacting protein K	HYPK	25764	ENSG00000242028			Hypk (MGI:1914943)
chr15	43804534	43824752	15q15.3		600215	MFAP1	Microfibrillar-associated protein-1	MFAP1	4236	ENSG00000140259			Mfap1a,Mfap1b (MGI:3694697,MGI:1914782)
chr15	43870760	44195293	15q15.3		616309	FRMD5	FERM domain-containing protein 5	FRMD5	84978	ENSG00000171877			Frmd5 (MGI:2442557)
chr15	44500000	58800000		15q21	105600	CDAN3, CDA3	Congenital dyserythropoietic anemia, type III	CDAN3	981			Dyserythropoietic anemia, congenital, type III, 105600 (2), Autosomal dominant	
chr15	44500000	67200000		15q21-q22	605728	CTRCT25, CCSSO	Cataract 25		80770			Cataract 25, 605728 (2)	
chr15	44537067	44562802	15q21.1		603910	EIF3J, EIF3S1	Eukaryotic translation initiation factor 3, subunit J	EIF3J	8669	ENSG00000104131			Eif3j2,Eif3j1 (MGI:1925905,MGI:3704486)
chr15	44562695	44663677	15q21.1		610844	SPG11, KIAA1840, FLJ21439, ALS5, CMT2X	Spastascin	SPG11	80208	ENSG00000104133		Amyotrophic lateral sclerosis 5, juvenile, 602099 (3), Autosomal recessive; Charcot-Marie-Tooth disease, axonal, type 2X, 616668 (3), Autosomal recessive; Spastic paraplegia 11, autosomal recessive, 604360 (3), Autosomal recessive	Spg11 (MGI:2444989)
chr15	44665731	44711388	15q21.1		614661	PATL2, PAT1A	Protein associated with topoisomerase II, S. Cerevisiae, homolog of	PATL2	197135	ENSG00000229474			Patl2 (MGI:1914828)
chr15	44711486	44718158	15q21.1		109700	B2M, IMD43	Beta-2-microglobulin	B2M	567	ENSG00000273686	mutation identified in 1 FVA family	?Amyloidosis, familial visceral, 105200 (3), Autosomal dominant; Immunodeficiency 43, 241600 (3), Autosomal recessive	B2m (MGI:88127)
chr15	44736361	44767828	15q21.1		616017	TRIM69, TRIF, RNF36	Tripartite motif-containing protein 69	TRIM69	140691	ENSG00000278211			Trim69 (MGI:1918178)
chr15	44956673	44979222	15q21.1		617131	TERB2, C15orf43	Telemere repeat-binding bouquet formation protein 2	TERB2	145645	ENSG00000167014			
chr15	45023103	45075088	15q21.1		182500	SORD, SORD1	Sorbitol dehydrogenase	SORD	6652	ENSG00000140263		?Cataract, congenital, 182500 (2)	Sord (MGI:98266)
chr15	45092652	45114160	15q21.1		606759	DUOX2, THOX2, TDH6	Dual oxidase 2 (thyroid oxidase 2)	DUOX2	50506	ENSG00000140279		Thryoid dyshormonogenesis 6, 607200 (3), Autosomal recessive	Duox2 (MGI:3036280)
chr15	45114320	45118105	15q21.1		612772	DUOXA2, TDH5	Dual oxidase maturation factor 2	DUOXA2	405753	ENSG00000140274	head-to-head with DUOX2	Thyroid dyshormonogenesis 5, 274900 (3), Autosomal recessive	Duoxa2 (MGI:1914061)
chr15	45117365	45129937	15q21.1		612771	DUOXA1	Dual oxidase maturation factor 1	DUOXA1	90527	ENSG00000140254	tail-to-tail with DUOXA2		Duoxa1 (MGI:2384861)
chr15	45129993	45165577	15q21.1		606758	DUOX1, THOX1	Dual oxidase 1 (thyroid oxidase 1)	DUOX1	53905	ENSG00000137857			Duox1 (MGI:2139422)
chr15	45252229	45275933	15q21.1		606208	SLC28A2, CNT2, SPNT1	Solute carrier family 28 (sodium-coupled nucleoside transporter), member 2	SLC28A2	9153	ENSG00000137860			Slc28a2 (MGI:1913105)
chr15	45361123	45402316	15q21.1		602360	GATM, AGAT, CCDS3	L-arginine:glycine amidinotransferase	GATM	2628	ENSG00000171766		Cerebral creatine deficiency syndrome 3, 612718 (3), Autosomal recessive	Gatm (MGI:1914342)
chr15	45430528	45433448	15q21.1		608409	NMES1	Normal mucosa of esophagus-specific gene 1	C15orf48	84419	ENSG00000166920			AA467197 (MGI:3034182)
chr15	45479612	45523684	15q21.1		602095	SLC30A4, ZNT4	Solute carrier family 30 (zinc transporter), member 4	SLC30A4	7782	ENSG00000104154			Slc30a4 (MGI:1345282)
chr15	45511135	45556729	15q21.1		611314	HMGN2P46, C15orf21	High mobility group nucleosomal binding domain 2 pseudogene 46	HMGN2P46	283651				
chr15	45587122	45609715	15q21.1		604310	BLOC1S6, BLOS6, PLDN, PA, HPS9	Biogenesis of lysosome-related organelles complex 1, subunit 6	BLOC1S6	26258	ENSG00000104164		Hermansky-pudlak syndrome 9, 614171 (3), Autosomal recessive	Bloc1s6 (MGI:1927580)
chr15	47184100	47774222	15q21.1		609295	SEMA6D, KIAA1479	Semaphorin 6D	SEMA6D	80031	ENSG00000137872			Sema6d (MGI:2387661)
chr15	48120971	48142391	15q21.1		609802	SLC24A5, NCKX5, SHEP4, OCA6	Solute carrier family 24 (sodium/potassium/calcium exchanger), member 5	SLC24A5	283652	ENSG00000188467		Albinism, oculocutaneous, type VI, 113750 (3), Autosomal recessive; [Skin/hair/eye pigmentation 4, fair/dark skin], 113750 (3), Autosomal recessive	Slc24a5 (MGI:2677271)
chr15	48206300	48304077	15q21.1		600839	SLC12A1, NKCC2	Solute carrier family 12 (sodium/potassium/chloride transporters), member 1	SLC12A1	6557	ENSG00000074803		Bartter syndrome, type 1, 601678 (3), Autosomal recessive	Slc12a1 (MGI:103150)
chr15	48331017	48343372	15q21.1		601266	DUT	dUTP pyrophosphatase	DUT	1854	ENSG00000128951			Dut (MGI:1346051)
chr15	48408305	48645787	15q21.1		134797	FBN1, MFS1, WMS2, SSKS, GPHYSD2, ACMICD, ECTOL1, MFLS	Fibrillin-1	FBN1	2200	ENSG00000166147		Acromicric dysplasia, 102370 (3), Autosomal dominant; Aortic aneurysm, ascending, and dissection (3); Ectopia lentis, familial, 129600 (3), Autosomal dominant; Geleophysic dysplasia 2, 614185 (3), Autosomal dominant; MASS syndrome, 604308 (3); Marfan lipodystrophy syndrome, 616914 (3), Autosomal dominant; Marfan syndrome, 154700 (3), Autosomal dominant; Stiff skin syndrome, 184900 (3), Autosomal dominant; Weill-Marchesani syndrome 2, dominant, 608328 (3), Autosomal dominant	Fbn1 (MGI:95489)
chr15	48662533	48811900	15q21.1		613529	CEP152, KIAA0912, MCPH9, SCKL5	Centrosomal protein, 152kD	CEP152	22995	ENSG00000103995		Microcephaly 9, primary, autosomal recessive, 614852 (3), Autosomal recessive; Seckel syndrome 5, 613823 (3), Autosomal recessive	Cep152 (MGI:2139083)
chr15	48878092	48880182	15q21.1		605894	CRI1, C15orf3, EID1	CREBBP/EP300 inhibitory protein 1	EID1	23741	ENSG00000255302			Eid1 (MGI:1889651)
chr15	48988637	49046562	15q21.1		615756	SECISBP2L, SBP2L, KIAA0256	Selenocysteine insertion sequence-binding protein 2-like	SECISBP2L	9728	ENSG00000138593			Secisbp2l (MGI:1917604)
chr15	49125273	49155656	15q21.1		604508	TRIP15, SGN2, COPS2	Thyroid hormone receptor interactor-15	COPS2	9318	ENSG00000166200			
chr15	49155756	49367882	15q21.1-q21.2		137028	GALK2, GK2	Galactokinase-2	GALK2	2585	ENSG00000156958			Galk2 (MGI:1917226)
chr15	49423177	49487325	15q21.2		148180	FGF7	Fibroblast growth factor-7 (keratinocyte growth factor)	FGF7	2252	ENSG00000140285			Fgf7 (MGI:95521)
chr15	50182195	50236391	15q21.2		603247	SLC27A2, FACVL1, VLACS	Solute carrier family 27 (fatty acid transporter), member 2 (fatty acid CoA ligase, very long-chain 1)	SLC27A2	11001	ENSG00000140284			Slc27a2 (MGI:1347099)
